ID,Comment,Sentiment
4789,"Vitin e kaluar, pritet një vendim zyrtar brenda javëve.",0/1
4790,Humbja e parave ishte e pafalshme.,0
4791,Ka argumente nga të dyja anët e çështjes.,0/1
4792,Rekomandoj fuqishëm këtë dyqan.,1
4793,Dizajni është elegant dhe modern.,1
4794,Jam shumë i kënaqur me blerjen time.,1
4795,Performanca është e shkëlqyer edhe pas muajsh.,1
4796,Situata është e ndërlikuar dhe ka shumë aspekte.,0/1
4797,Ky institucion ka humbur besueshmërinë.,0
4798,Skandali ka dëmtuar imazhin e kompanisë.,0
4799,"Javën e kaluar, mbështetja teknike ishte e shpejtë dhe efektive.",1
4800,Mbështetja teknike ishte e shpejtë dhe efektive.,1
4801,Ushqimi ishte i shijshëm dhe i freskët.,1
4802,Gazetaria e keqe dëmton shoqërinë.,0
4803,Çmimi është i pranueshëm por mund të ishte më i mirë.,0/1
4804,Nuk po shihet asnjë zgjidhje afër.,0
4805,Çmimi është shumë i lartë për cilësinë.,0
4806,Do ta rekomandoj tek të gjithë miqtë e mi.,1
4807,Çështja është komplekse dhe kërkon analizë të mëtejshme.,0/1
4808,Projekti dështoi plotësisht.,0
4809,Opinionet e njerëzve ndahen rreth kësaj çështjeje.,0/1
4810,Dorëzimi ishte i shpejtë dhe i sigurt.,1
4811,Ky problem nuk është adresuar fare.,0
4812,"Sipas raporteve, ky lajm më bëri të ndihem mirë.",1
4813,"Shërbimi ishte fantastik, do të kthehem përsëri!",1
4814,Aktiviteti u realizua si i planifikuar.,0/1
4815,"Besoj se, ekspertët kanë mendime të ndryshme mbi temën.",0/1
4816,Ky shërbim publik ka dështuar plotësisht.,0
4817,Problem i njëjtë tashmë herën e tretë.,0
4818,Kjo politikë do të ndihmojë shumë njerëz.,1
4819,Çështja është nën shqyrtim dhe do të vendoset.,0/1
4820,Kuzhinieri ka talent të jashtëzakonshëm.,1
4821,"Mendoj se, kjo kompani meriton gjithë lavdërimet.",1
4822,"Javën e kaluar, funksionet janë saktësisht ato që kishim nevojë.",1
4823,"Kohët e fundit, ngjarjet janë zhvilluar normalisht pa incidente.",0/1
4824,"Siç duket, kompania nuk mori asnjë masë korrektuese.",0
4825,E bleva dhe nuk pendohem aspak.,1
4826,Kjo ngjarje ka lënë pasoja të rënda.,0
4827,"Javën e kaluar, shërbimi i klientit nuk u përgjigj fare.",0
4828,Produkti ka disa aspekte pozitive dhe negative.,0/1
4829,Rezultatet janë vërtet mbresëlënëse.,1
4830,Çmimi ishte i drejtë dhe transparent.,1
4831,Ky institucion ka humbur çdo kredibilitet.,0
4832,Suksesi i tyre është i merituar plotësisht.,1
4833,Kthimi i produktit u bë pa asnjë problem.,1
4834,Gazetari ka bërë punë të shkëlqyer.,1
4835,Cilësia e produktit është e shkëlqyer.,1
4836,Kurrë më nuk do të blej nga ky dyqan.,0
4837,"Besoj se, festivali solli gëzim për të gjithë.",1
4838,Faqja kishte shumë gabime teknike.,0
4839,"Siç duket, ngjarjen nuk e organizuan siç duhet.",0
4840,"Nga ajo çfarë pashë, skandali ka dëmtuar besimin e publikut.",0
4841,"Këtë muaj, produkti ishte i falsifikuar dhe i rrezikshëm.",0
4842,Faqja kishte shumë gabime teknike.,0
4843,Shërbimi i klientit nuk u përgjigj fare.,0
4844,Problem i njëjtë tashmë herën e tretë.,0
4845,Problemi vazhdon pa u zgjidhur.,0
4846,"Këtë muaj, jam shumë i kënaqur me blerjen time.",1
4847,"Mendoj se, filmi ishte emocionues dhe interesant.",1
4848,Nuk ka ndryshime të mëdha të raportuara.,0/1
4849,Procesi po vazhdon sipas planit.,0/1
4850,Ky produkt ka ndryshuar jetën time përditë.,1
4851,U ndjeva i mashtruar nga ky shërbim.,0
4852,"Duket se, aktiviteti ishte i organizuar keq.",0
4853,"Nga ajo çfarë pashë, ndërtesa e re është e bukur dhe funksionale.",1
4854,"Dje, takimi solli pikëpamje të ndryshme.",0/1
4855,Progresi i arritur është vërtet i jashtëzakonshëm.,1
4856,Ngjarjet janë zhvilluar normalisht pa incidente.,0/1
4857,Aktiviteti u realizua si i planifikuar.,0/1
4858,Paketa ishte e kujdesshme dhe e sigurt.,1
4859,Performanca është e shkëlqyer edhe pas muajsh.,1
4860,"Kohët e fundit, cilësia e produktit është e shkëlqyer.",1
4861,Kthimi i produktit u bë pa asnjë problem.,1
4862,Statistikat tregojnë tendenca të ndryshme.,0/1
4863,"Kohët e fundit, jam i mahnitur me shpejtësinë e dorëzimit.",1
4864,Infrastruktura është në gjendje të mjerueshme.,0
4865,Reportazhi ishte shumë profesional.,1
4866,Produkti arriti saktësisht siç u përshkrua.,1
4867,Politika është ende nën debat.,0/1
4868,"Stafi ishte normal, as miqësor as i ftohtë.",0/1
4869,Drejtimi i çështjes ishte skandaloz.,0
4870,"Siç duket, situata është alarmante dhe shqetësuese.",0
4871,Çmimi është shumë i lartë për cilësinë.,0
4872,"Stafi ishte normal, as miqësor as i ftohtë.",0/1
4873,"Dje, produkti arriti saktësisht siç u përshkrua.",1
4874,"Sipas raporteve, zhvillimet janë nën monitorim të vazhdueshëm.",0/1
4875,Libri është ndër më të mirët që kam lexuar.,1
4876,E bleva dhe nuk pendohem aspak.,1
4877,"Javën e kaluar, gjendja po përkeqësohet dita-ditës.",0
4878,Cilësia tejkalon çmimin e paguar.,1
4879,Reportazhi ishte shumë profesional.,1
4880,"Siç duket, ngjarja la kujtime të paharrueshme.",1
4881,Ky vend është i mrekullueshëm për pushime.,1
4882,Nuk mund të besoj se publikuan diçka të tillë.,0
4883,"Mendoj se, produkti është i bukur dhe funksional.",1
4884,Ushqimi ishte i shijshëm dhe i freskët.,1
4885,Shërbimi tejkaloi të gjitha pritshmëritë e mia.,1
4886,Kjo nismë është e mrekullueshme për qytetin tonë.,1
4887,Ekspertët kanë mendime të ndryshme mbi temën.,0/1
4888,Shërbimi ishte shumë i dobët dhe i pakujdesshëm.,0
4889,Gazetari ka bërë punë të shkëlqyer.,1
4890,Ky raportim është skandaloz.,0
4891,"Sot, gjendja po përkeqësohet dita-ditës.",0
4892,Kjo nismë është e mrekullueshme për qytetin tonë.,1
4893,"Këtë muaj, jam i zemëruar me trajtimin që mora.",0
4894,Jam i mahnitur me shpejtësinë e dorëzimit.,1
4895,U ndjeva i mashtruar nga ky shërbim.,0
4896,Cilësia tejkalon çmimin e paguar.,1
4897,Procesi i kthimit ishte shumë i komplikuar.,0
4898,Skandali ka dëmtuar imazhin e kompanisë.,0
4899,Ky vend është i mrekullueshëm për pushime.,1
4900,Gazetaria e keqe dëmton shoqërinë.,0
4901,Aktiviteti ishte i dobishëm dhe argëtues.,1
4902,Rezultatet janë të përziera dhe varen nga perspektiva.,0/1
4903,"Sot, studimi tregon rezultate të ndryshme.",0/1
4904,"Sot, lajmi ishte i pasaktë dhe mashtrues.",0
4905,Vendimi solli pasoja negative për të gjithë.,0
4906,"Kohët e fundit, kjo politikë do të ndihmojë shumë njerëz.",1
4907,Stafi ishte shumë miqësor dhe profesional.,1
4908,Shërbimi i klientit nuk u përgjigj fare.,0
4909,Ndihma nga komuniteti ishte e mrekullueshme.,1
4910,Vendimi ishte i gabuar dhe i dëmshëm.,0
4911,"Këtë muaj, aktiviteti u realizua si i planifikuar.",0/1
4912,"Këtë muaj, faqja e internetit kishte shumë probleme teknike.",0
4913,"Nga ajo çfarë pashë, garancia nuk u respektua fare.",0
4914,"Besoj se, procesi i kthimit ishte shumë i komplikuar.",0
4915,Projekti ka sjellë ndryshime pozitive.,1
4916,Ky vend është i mrekullueshëm për pushime.,1
4917,"Dje, dorëzimi u vonua shumë pa arsye.",0
4918,Kjo politikë do të ndihmojë shumë njerëz.,1
4919,Ushqimi ishte i shijshëm dhe i freskët.,1
4920,"Sot, vendimi solli pasoja negative për të gjithë.",0
4921,Ekipi tregoi profesionalizëm të lartë.,1
4922,"Besoj se, gazetari ka bërë punë të shkëlqyer.",1
4923,Kjo kompani meriton gjithë lavdërimet.,1
4924,"Siç duket, zhvillimet janë nën monitorim të vazhdueshëm.",0/1
4925,"Sipas raporteve, mungonte plotësisht transparenca.",0
4926,Gjendja po përkeqësohet dita-ditës.,0
4927,Situata mbetet e njëjtë si javën e kaluar.,0/1
4928,Koncerti ishte i mrekullueshëm.,1
4929,Dorëzimi u vonua shumë pa arsye.,0
4930,"Sot, shumë i kënaqur me porosinë time.",1
4931,Shërbimi tejkaloi të gjitha pritshmëritë e mia.,1
4932,Cilësia ishte shumë nën pritjet e mia.,0
4933,Pritet një vendim zyrtar brenda javëve.,0/1
4934,"Dje, reportazhi ishte shumë profesional.",1
4935,Stafi ishte shumë miqësor dhe profesional.,1
4936,Suksesi i tyre është i merituar plotësisht.,1
4937,"Këtë muaj, projekti ka përparuar por ka ende sfida.",0/1
4938,Kurrë më nuk do të blej nga ky dyqan.,0
4939,Ky institucion ka humbur çdo kredibilitet.,0
4940,"Besoj se, rezultatet janë të përziera dhe varen nga perspektiva.",0/1
4941,Rekomandoj fuqishëm këtë dyqan.,1
4942,Shërbimi ishte shumë i dobët dhe i pakujdesshëm.,0
4943,Kjo situatë është jashtëzakonisht e rëndë.,0
4944,"Nga përvoja ime, cilësia korrespondon me çmimin e paguar.",0/1
4945,"Besoj se, suksesi i tyre është i merituar plotësisht.",1
4946,Filmi ishte emocionues dhe interesant.,1
4947,"Dje, artikulli kishte shumë gabime faktike.",0
4948,"Kohët e fundit, ka argumente nga të dyja anët e çështjes.",0/1
4949,"Sot, e bleva dhe nuk pendohem aspak.",1
4950,Gazetaria e keqe dëmton shoqërinë.,0
4951,Ky vendim është i drejtë dhe i mençur.,1
4952,Ky vendim do të dëmtojë shumë njerëz.,0
4953,E lexova të gjithë artikullin me kënaqësi.,1
4954,Situata është alarmante dhe shqetësuese.,0
4955,Shërbimi i klientit nuk u përgjigj fare.,0
4956,"Vitin e kaluar, trajnimi i ndihmoi shumë punonjësit.",1
4957,Lajmet e fundit janë shumë informuese.,1
4958,"Javën e kaluar, cilësia korrespondon me çmimin e paguar.",0/1
4959,Materiali është i cilësisë së lartë.,1
4960,Artikulli kishte shumë gabime faktike.,0
4961,Vendimi solli pasoja negative për të gjithë.,0
4962,Zhvillimet janë nën monitorim të vazhdueshëm.,0/1
4963,Lajmi raporton ngjarjen pa koment.,0/1
4964,Kjo situatë është jashtëzakonisht e rëndë.,0
4965,Kjo praktikë është e papranueshme.,0
4966,Reportazhi ishte shumë profesional.,1
4967,"Kohët e fundit, dorëzimi u vonua shumë pa arsye.",0
4968,Restoranti ka atmosferë shumë të këndshme.,1
4969,Jam i mahnitur me shpejtësinë e dorëzimit.,1
4970,"Besoj se, produkti arriti saktësisht siç u përshkrua.",1
4971,U ndjeva i mashtruar nga ky shërbim.,0
4972,"Javën e kaluar, shumë i kënaqur me porosinë time.",1
4973,Projekti dështoi plotësisht.,0
4974,Produkti arriti saktësisht siç u përshkrua.,1
4975,"Nga ajo çfarë pashë, paketa ishte e dëmtuar kur arriti.",0
4976,Ushqimi ishte i shijshëm dhe i freskët.,1
4977,Koncerti ishte i mrekullueshëm.,1
4978,Çmimi është i pranueshëm por mund të ishte më i mirë.,0/1
4979,"Duket se, projekti ka përparuar por ka ende sfida.",0/1
4980,Kthimi i produktit u bë pa asnjë problem.,1
4981,Paketa ishte e dëmtuar kur arriti.,0
4982,Do të kërkoj rimbursim për këtë produkt.,0
4983,Rekomandoj fuqishëm këtë dyqan.,1
4984,"Duket se, nuk ka ndryshime të mëdha të raportuara.",0/1
4985,Çmimi është shumë i arsyeshëm për cilësinë.,1
4986,"Javën e kaluar, stafi ishte i pasjellshëm dhe i pakujdesshëm.",0
4987,"Këtë muaj, do të kërkoj rimbursim për këtë produkt.",0
4988,Ishte humbje e parave dhe kohës.,0
4989,"Mendoj se, palët e ndryshme kanë qëndrime të ndryshme.",0/1
4990,Stafi ishte i pasjellshëm dhe i pakujdesshëm.,0
4991,Procesi po vazhdon sipas planit.,0/1
4992,Mbështetja teknike ishte e shpejtë dhe efektive.,1
4993,"Nga ajo çfarë pashë, menaxhimi i situatës ishte katastrofik.",0
4994,Statistikat tregojnë tendenca të ndryshme.,0/1
4995,Kjo ngjarje ka lënë pasoja të rënda.,0
4996,"Duket se, kam blerë produktin dhe po e vlerësoj akoma.",0/1
4997,Jam shumë i kënaqur me blerjen time.,1
4998,Asnjëherë nuk do ta blej sërish.,0
4999,"Kohët e fundit, produkti arriti saktësisht siç u përshkrua.",1
5000,Çështja është nën shqyrtim dhe do të vendoset.,0/1
5001,Libri është ndër më të mirët që kam lexuar.,1
5002,Materiali është i cilësisë së lartë.,1
5003,Rezultatet ishin shumë nën pritshmëritë.,0
5004,"Vitin e kaluar, dëmtimi i imazhit është i rëndë.",0
5005,Produkti arriti saktësisht siç u përshkrua.,1
5006,Ka argumente nga të dyja anët e çështjes.,0/1
5007,Jam shumë i kënaqur me blerjen time.,1
5008,"Nga përvoja ime, e lexova të gjithë artikullin me kënaqësi.",1
5009,Politika është ende nën debat.,0/1
5010,Cilësia e produktit është e shkëlqyer.,1
5011,"Dje, vendimi solli pasoja negative për të gjithë.",0
5012,Produkti arriti saktësisht siç u përshkrua.,1
5013,Ngjarjet janë zhvilluar normalisht pa incidente.,0/1
5014,Ushqimi ishte i shijshëm dhe i freskët.,1
5015,Bashkëpunimi ishte shumë produktiv.,1
5016,Pritja ishte e gjatë dhe e padurueshme.,0
5017,"Besoj se, raporti përfshin të dhëna nga burime të ndryshme.",0/1
5018,Vendimi solli pasoja negative për të gjithë.,0
5019,"Dje, kjo nismë është e mrekullueshme për qytetin tonë.",1
5020,Jam absolutisht i entuziazmuar me rezultatin.,1
5021,Rekomandoj fuqishëm këtë dyqan.,1
5022,Ky shërbim publik ka dështuar plotësisht.,0
5023,Kjo nismë është e mrekullueshme për qytetin tonë.,1
5024,Stafi nuk dinte asgjë rreth produktit.,0
5025,Vendimi solli pasoja negative për të gjithë.,0
5026,"Sot, projekti ka sjellë ndryshime pozitive.",1
5027,Takimi solli pikëpamje të ndryshme.,0/1
5028,Lajmi ishte i pasaktë dhe mashtrues.,0
5029,Nuk po shihet asnjë zgjidhje afër.,0
5030,Jam absolutisht i entuziazmuar me rezultatin.,1
5031,Skandali ka dëmtuar imazhin e kompanisë.,0
5032,"Besoj se, nuk po shihet asnjë zgjidhje afër.",0
5033,Faqja e internetit është e lehtë për t'u përdorur.,1
5034,Suksesi i tyre është i merituar plotësisht.,1
5035,Vendimi solli pasoja negative për të gjithë.,0
5036,Opinionet e njerëzve ndahen rreth kësaj çështjeje.,0/1
5037,Mbështetja teknike ishte e shpejtë dhe efektive.,1
5038,Aktiviteti u realizua si i planifikuar.,0/1
5039,Çështja është komplekse dhe kërkon analizë të mëtejshme.,0/1
5040,"Mendoj se, aktiviteti ishte i organizuar keq.",0
5041,"Këtë muaj, nuk po shihet asnjë zgjidhje afër.",0
5042,"Nga ajo çfarë pashë, filmi ishte emocionues dhe interesant.",1
5043,Ndërtesa e re është e bukur dhe funksionale.,1
5044,Ndihma nga komuniteti ishte e mrekullueshme.,1
5045,"Nga përvoja ime, stafi ishte normal, as miqësor as i ftohtë.",0/1
5046,Punonjësit nuk janë të trajnuar mirë.,0
5047,"Këtë muaj, drejtimi i çështjes ishte skandaloz.",0
5048,Kthimi i produktit u bë pa asnjë problem.,1
5049,"Mendoj se, reportazhi ishte shumë profesional.",1
5050,"Siç duket, ndihma nga komuniteti ishte e mrekullueshme.",1
5051,Kam blerë produktin dhe po e vlerësoj akoma.,0/1
5052,Situata nuk ka ndryshuar ndjeshëm muajt e fundit.,0/1
5053,Problemi vazhdon pa u zgjidhur.,0
5054,Mbështetja teknike ishte e shpejtë dhe efektive.,1
5055,Vendimi solli pasoja negative për të gjithë.,0
5056,"Sot, artikulli ishte i shkruar mirë dhe qartë.",1
5057,"Shërbimi ishte mesatar, jo shumë i mirë dhe jo i keq.",0/1
5058,"Javën e kaluar, ekipi tregoi profesionalizëm të lartë.",1
5059,Raporti përfshin të dhëna nga burime të ndryshme.,0/1
5060,Trajnimi i ndihmoi shumë punonjësit.,1
5061,Problem i njëjtë tashmë herën e tretë.,0
5062,Ekipi i mbështetjes ishte shumë ndihmues.,1
5063,Produkti ka disa aspekte pozitive dhe negative.,0/1
5064,Jam i zemëruar me trajtimin që mora.,0
5065,Faqja e internetit kishte shumë probleme teknike.,0
5066,Paketa ishte e kujdesshme dhe e sigurt.,1
5067,Ka argumente nga të dyja anët e çështjes.,0/1
5068,"Nga ajo çfarë pashë, ky vendim do të dëmtojë shumë njerëz.",0
5069,Stafi ishte i pasjellshëm dhe i pakujdesshëm.,0
5070,"Besoj se, nuk e meritoja këtë shërbim të keq.",0
5071,Reportazhi ishte shumë profesional.,1
5072,"Kohët e fundit, paketa ishte e dëmtuar kur arriti.",0
5073,"Kohët e fundit, ekipi tregoi profesionalizëm të lartë.",1
5074,"Nga ajo çfarë pashë, takimi solli pikëpamje të ndryshme.",0/1
5075,Jam shumë i kënaqur me blerjen time.,1
5076,"Siç duket, aktiviteti ishte i organizuar keq.",0
5077,Çmimi është shumë i lartë për cilësinë.,0
5078,Produkti është saktësisht siç duket në foto.,1
5079,Çmimi është i pranueshëm por mund të ishte më i mirë.,0/1
5080,Dorëzimi ishte në kohë por paketa nuk ishte ideale.,0/1
5081,Aktiviteti ishte i dobishëm dhe argëtues.,1
5082,Stafi ishte i pasjellshëm dhe i pakujdesshëm.,0
5083,Paketa ishte e dëmtuar kur arriti.,0
5084,Ishte humbje e parave dhe kohës.,0
5085,Ky problem nuk është adresuar fare.,0
5086,Produkti është i bukur dhe funksional.,1
5087,Cilësia tejkalon çmimin e paguar.,1
5088,Studimi tregon rezultate të ndryshme.,0/1
5089,Procesi i kthimit ishte shumë i komplikuar.,0
5090,Ngjarjet janë zhvilluar normalisht pa incidente.,0/1
5091,E bleva dhe do ta vlerësoj me kalimin e kohës.,0/1
5092,Produkti ka disa aspekte pozitive dhe negative.,0/1
5093,Ky vendim ka efekte pozitive dhe negative.,0/1
5094,"Sot, ushqimi ishte i shijshëm dhe i freskët.",1
5095,Mësimi ishte shumë frytdhënës.,1
5096,Cilësia tejkalon çmimin e paguar.,1
5097,Dorëzimi u vonua shumë pa arsye.,0
5098,Mësimi ishte shumë frytdhënës.,1
5099,Shërbimi i klientit nuk u përgjigj fare.,0
5100,Artikulli ishte i shkruar mirë dhe qartë.,1
5101,Shkeljet e rregullave janë të shumta.,0
5102,Artikulli kishte shumë gabime faktike.,0
5103,Kompania nuk mori asnjë masë korrektuese.,0
5104,Produkti u prishte brenda javës së parë.,0
5105,"Nga ajo çfarë pashë, cilësia ka rënë dramatikisht vitet e fundit.",0
5106,Restoranti ka atmosferë shumë të këndshme.,1
5107,"Nga përvoja ime, gjendja po përkeqësohet dita-ditës.",0
5108,Cilësia e produktit është e shkëlqyer.,1
5109,Ka argumente nga të dyja anët e çështjes.,0/1
5110,Ky vendim ka efekte pozitive dhe negative.,0/1
5111,"Duket se, cilësia korrespondon me çmimin e paguar.",0/1
5112,Opinionet e njerëzve ndahen rreth kësaj çështjeje.,0/1
5113,Produkti është i bukur dhe funksional.,1
5114,Produkti nuk përputhej me përshkrimin.,0
5115,"Mendoj se, pritja ishte e gjatë dhe e padurueshme.",0
5116,Ekipi tregoi profesionalizëm të lartë.,1
5117,"Këtë muaj, klienti u trajtua me respekt dhe kujdes.",1
5118,Ky lajm më bëri të ndihem mirë.,1
5119,Libri është ndër më të mirët që kam lexuar.,1
5120,"Nga ajo çfarë pashë, raporti përfshin të dhëna nga burime të ndryshme.",0/1
5121,Kjo ngjarje ka lënë pasoja të rënda.,0
5122,Ekspertët kanë mendime të ndryshme mbi temën.,0/1
5123,Shërbimi i klientit u përgjigj menjëherë.,1
5124,Skandali ka dëmtuar besimin e publikut.,0
5125,Procesi i kthimit ishte shumë i komplikuar.,0
5126,Drejtimi i çështjes ishte skandaloz.,0
5127,"Nga ajo çfarë pashë, njerëzit po vuajnë nga kjo politikë.",0
5128,Trajnimi i ndihmoi shumë punonjësit.,1
5129,"Sipas raporteve, kjo situatë është jashtëzakonisht e rëndë.",0
5130,Cilësia korrespondon me çmimin e paguar.,0/1
5131,Procesi i kthimit ishte shumë i komplikuar.,0
5132,Procesi po vazhdon sipas planit.,0/1
5133,E bleva dhe do ta vlerësoj me kalimin e kohës.,0/1
5134,Rezultatet janë vërtet mbresëlënëse.,1
5135,Puna e tyre ka lënë gjurmë pozitive.,1
5136,Jam shumë i kënaqur me blerjen time.,1
5137,Lajmi raporton ngjarjen pa koment.,0/1
5138,"Shërbimi ishte fantastik, do të kthehem përsëri!",1
5139,Jam i zemëruar me trajtimin që mora.,0
5140,"Duket se, shërbimi ndaj klientit ishte i jashtëzakonshëm.",1
5141,"Mendoj se, informacioni ishte i saktë dhe i besueshëm.",1
5142,Koncerti ishte i mrekullueshëm.,1
5143,"Dje, shërbimi ishte mesatar, jo shumë i mirë dhe jo i keq.",0/1
5144,Shërbimi ndaj klientit ishte i jashtëzakonshëm.,1
5145,Ky vendim është i drejtë dhe i mençur.,1
5146,"Siç duket, ngjarja ishte e organizuar shumë mirë.",1
5147,"Nga përvoja ime, situata po përkeqësohet dhe nuk ka zgjidhje.",0
5148,Ekspertët kanë mendime të ndryshme mbi temën.,0/1
5149,"Kohët e fundit, mësimi ishte shumë frytdhënës.",1
5150,Performanca është e shkëlqyer edhe pas muajsh.,1
5151,"Besoj se, jam i zemëruar me trajtimin që mora.",0
5152,Mund të ketë prodhime që i pershtateshin me mire nevojes.,0/1
5153,Nuk e meritoja këtë shërbim të keq.,0
5154,"Duket se, ngjarjen nuk e organizuan siç duhet.",0
5155,Dizajni është elegant dhe modern.,1
5156,Çështja është nën shqyrtim dhe do të vendoset.,0/1
5157,Ka argumente nga të dyja anët e çështjes.,0/1
5158,"Nga ajo çfarë pashë, menaxhimi i situatës ishte katastrofik.",0
5159,"Këtë muaj, menaxhimi i situatës ishte katastrofik.",0
5160,"Javën e kaluar, përvojë shumë pozitive, do të kthehem.",1
5161,Procesi po vazhdon sipas planit.,0/1
5162,Ky vendim ka efekte pozitive dhe negative.,0/1
5163,Cilësia korrespondon me çmimin e paguar.,0/1
5164,"Javën e kaluar, çështja është komplekse dhe kërkon analizë të mëtejshme.",0/1
5165,Do të kërkoj rimbursim për këtë produkt.,0
5166,"Siç duket, jam i mahnitur me shpejtësinë e dorëzimit.",1
5167,Ngjarja la kujtime të paharrueshme.,1
5168,Shumë i lumtur me zgjedhjen time.,1
5169,Ngjarjen nuk e organizuan siç duhet.,0
5170,"Mendoj se, çmimi ishte i drejtë dhe transparent.",1
5171,Ky shërbim publik ka dështuar plotësisht.,0
5172,Rekomandoj fuqishëm këtë dyqan.,1
5173,Shërbimi i klientit u përgjigj menjëherë.,1
5174,Jam shumë i kënaqur me blerjen time.,1
5175,Suksesi i tyre është i merituar plotësisht.,1
5176,"Kohët e fundit, çmimi ishte i drejtë dhe transparent.",1
5177,Informacioni i disponueshëm është i kufizuar.,0/1
5178,Shërbimi i klientit u përgjigj menjëherë.,1
5179,Problem i njëjtë tashmë herën e tretë.,0
5180,"Javën e kaluar, artikulli ishte i shkruar mirë dhe qartë.",1
5181,Informacioni i dhënë ishte i pasaktë.,0
5182,"Këtë muaj, ky raportim është skandaloz.",0
5183,"Nga ajo çfarë pashë, ekipi tregoi profesionalizëm të lartë.",1
5184,Dizajni është elegant dhe modern.,1
5185,"Siç duket, kjo praktikë është e papranueshme.",0
5186,Opinionet e njerëzve ndahen rreth kësaj çështjeje.,0/1
5187,U ndjeva i mashtruar nga ky shërbim.,0
5188,Ndërtesa e re është e bukur dhe funksionale.,1
5189,Çmimi ishte i drejtë dhe transparent.,1
5190,Kuzhinieri ka talent të jashtëzakonshëm.,1
5191,Problemi nuk u zgjidh as pas javësh.,0
5192,Produkti ishte i falsifikuar dhe i rrezikshëm.,0
5193,Produkti ishte i falsifikuar dhe i rrezikshëm.,0
5194,Produkti ka disa aspekte pozitive dhe negative.,0/1
5195,"Mendoj se, kuzhinieri ka talent të jashtëzakonshëm.",1
5196,Situata është e ndërlikuar dhe ka shumë aspekte.,0/1
5197,"Siç duket, e bleva dhe nuk pendohem aspak.",1
5198,"Vitin e kaluar, ky institucion ka humbur besueshmërinë.",0
5199,Shkeljet e rregullave janë të shumta.,0
5200,Produkti ishte i falsifikuar dhe i rrezikshëm.,0
5201,Situata po përkeqësohet dhe nuk ka zgjidhje.,0
5202,Kam blerë produktin dhe po e vlerësoj akoma.,0/1
5203,Ky produkt është investimi më i mirë që kam bërë.,1
5204,Çmimi është shumë i lartë për cilësinë.,0
5205,"Nga përvoja ime, njerëzit po vuajnë nga kjo politikë.",0
5206,Kjo ngjarje ka lënë pasoja të rënda.,0
5207,"Sot, lajmi raporton ngjarjen pa koment.",0/1
5208,Çmimi është i pranueshëm por mund të ishte më i mirë.,0/1
5209,Projekti dështoi plotësisht.,0
5210,Ky problem nuk është adresuar fare.,0
5211,Produkti është saktësisht siç duket në foto.,1
5212,Dëmtimi i imazhit është i rëndë.,0
5213,Faqja e internetit është e lehtë për t'u përdorur.,1
5214,Drejtimi i çështjes ishte skandaloz.,0
5215,Çmimi është i pranueshëm por mund të ishte më i mirë.,0/1
5216,Mungonte plotësisht transparenca.,0
5217,Kuzhinieri ka talent të jashtëzakonshëm.,1
5218,Informacioni ishte i saktë dhe i besueshëm.,1
5219,"Nga përvoja ime, situata është e ndërlikuar dhe ka shumë aspekte.",0/1
5220,Produkti u prishte brenda javës së parë.,0
5221,Kam blerë produktin dhe po e vlerësoj akoma.,0/1
5222,Punonjësit nuk janë të trajnuar mirë.,0
5223,Garancia nuk u respektua fare.,0
5224,Ka argumente nga të dyja anët e çështjes.,0/1
5225,Nuk do ta rekomandoj askujt këtë vend.,0
5226,Ky vend është i mrekullueshëm për pushime.,1
5227,Cilësia e produktit ishte shumë e ulët.,0
5228,"Mendoj se, vendimi solli pasoja negative për të gjithë.",0
5229,Shumë faleminderit për informacionin e vlefshëm.,1
5230,Stafi ishte i pasjellshëm dhe i pakujdesshëm.,0
5231,Çështja është nën shqyrtim dhe do të vendoset.,0/1
5232,Cilësia ka rënë dramatikisht vitet e fundit.,0
5233,"Nga ajo çfarë pashë, ekipi i mbështetjes ishte shumë ndihmues.",1
5234,Festivali solli gëzim për të gjithë.,1
5235,Artikulli ishte i shkruar mirë dhe qartë.,1
5236,"Vitin e kaluar, ky produkt është investimi më i mirë që kam bërë.",1
5237,Situata nuk ka ndryshuar ndjeshëm muajt e fundit.,0/1
5238,Faqja e internetit kishte shumë probleme teknike.,0
5239,Njerëzit po vuajnë nga kjo politikë.,0
5240,Opinionet e njerëzve ndahen rreth kësaj çështjeje.,0/1
5241,Cilësia tejkalon çmimin e paguar.,1
5242,Faqja e internetit është e lehtë për t'u përdorur.,1
5243,Situata është e ndërlikuar dhe ka shumë aspekte.,0/1
5244,"Vitin e kaluar, funksionet janë saktësisht ato që kishim nevojë.",1
5245,Rekomandoj fuqishëm këtë dyqan.,1
5246,Ky vendim do të dëmtojë shumë njerëz.,0
5247,"Nga ajo çfarë pashë, skandali ka dëmtuar imazhin e kompanisë.",0
5248,Ky produkt është investimi më i mirë që kam bërë.,1
5249,Dizajni është elegant dhe modern.,1
5250,Politika është ende nën debat.,0/1
5251,Informacioni i dhënë ishte i pasaktë.,0
5252,"Këtë muaj, bashkëpunimi ishte shumë produktiv.",1
5253,Ekipi i mbështetjes ishte shumë ndihmues.,1
5254,"Dje, ka argumente nga të dyja anët e çështjes.",0/1
5255,Statistikat tregojnë tendenca të ndryshme.,0/1
5256,Ky vend është i mrekullueshëm për pushime.,1
5257,Shumë faleminderit për informacionin e vlefshëm.,1
5258,"Kohët e fundit, libri është ndër më të mirët që kam lexuar.",1
